,x,y
0,5.00835563,109.84251968503936
1,5.025066898978269,113.18897637795276
2,5.041778167956539,102.16535433070867
3,5.05848943693481,106.88976377952756
4,5.07520070591308,103.14960629921259
5,5.0919119748913495,105.51181102362204
6,5.108623243869619,100.98425196850394
7,5.125334512847889,97.63779527559055
8,5.142045781826159,96.25984251968504
9,5.15875705080443,97.04724409448819
10,5.175468319782699,99.60629921259843
11,5.192179588760969,101.77165354330708
12,5.208890857739239,105.31496062992126
13,5.225602126717509,95.86614173228347
14,5.242313395695779,94.88188976377953
15,5.259024664674049,94.29133858267717
16,5.275735933652319,94.09448818897637
17,5.292447202630589,95.2755905511811
18,5.309158471608859,104.5275590551181
19,5.3258697405871285,90.74803149606299
20,5.342581009565398,98.81889763779527
21,5.359292278543669,88.97637795275591
22,5.376003547521939,92.32283464566929
23,5.392714816500209,100.98425196850394
24,5.409426085478478,87.00787401574803
25,5.426137354456748,94.68503937007874
26,5.442848623435019,86.61417322834646
27,5.459559892413289,91.73228346456693
28,5.4762711613915585,91.33858267716535
29,5.492982430369828,96.25984251968504
30,5.509693699348098,83.66141732283465
31,5.526404968326368,94.88188976377953
32,5.5431162373046385,90.15748031496062
33,5.559827506282908,89.1732283464567
34,5.576538775261178,82.67716535433071
35,5.593250044239448,93.7007874015748
36,5.609961313217718,87.59842519685039
37,5.626672582195988,87.79527559055119
38,5.643383851174258,86.61417322834646
39,5.660095120152528,93.11023622047244
40,5.676806389130798,80.90551181102362
41,5.693517658109068,80.70866141732283
42,5.710228927087337,86.61417322834646
43,5.726940196065607,89.76377952755905
44,5.743651465043878,83.85826771653544
45,5.760362734022148,92.1259842519685
46,5.7770740030004175,88.38582677165354
47,5.793785271978687,95.66929133858268
48,5.810496540956958,92.91338582677166
49,5.827207809935228,80.90551181102362
50,5.843919078913498,84.84251968503936
51,5.860630347891767,82.48031496062993
52,5.877341616870037,91.73228346456693
53,5.894052885848307,82.48031496062993
54,5.910764154826577,85.62992125984252
55,5.9274754238048475,88.18897637795276
56,5.944186692783117,85.8267716535433
57,5.960897961761387,80.70866141732283
58,5.977609230739657,87.4015748031496
59,5.994320499717927,88.18897637795276
60,6.011031768696197,84.64566929133858
61,6.027743037674467,91.14173228346456
62,6.044454306652737,84.25196850393701
63,6.061165575631007,87.00787401574803
64,6.077876844609277,75.59055118110236
65,6.094588113587546,74.80314960629921
66,6.111299382565816,84.25196850393701
67,6.128010651544087,88.38582677165354
68,6.144721920522357,75.39370078740157
69,6.1614331895006265,83.26771653543307
70,6.178144458478896,78.14960629921259
71,6.194855727457167,82.48031496062993
72,6.211566996435437,85.23622047244095
73,6.2282782654137065,76.18110236220473
74,6.244989534391976,79.33070866141732
75,6.261700803370246,77.95275590551181
76,6.278412072348516,76.37795275590551
77,6.295123341326786,78.34645669291338
78,6.311834610305056,77.95275590551181
79,6.328545879283326,78.14960629921259
80,6.345257148261596,74.40944881889763
81,6.361968417239866,79.7244094488189
82,6.3786796862181365,81.2992125984252
83,6.395390955196406,72.24409448818898
84,6.412102224174676,70.86614173228347
85,6.428813493152946,73.62204724409449
86,6.445524762131216,78.34645669291338
87,6.4622360311094855,82.28346456692913
88,6.478947300087755,76.5748031496063
89,6.495658569066026,80.31496062992126
90,6.512369838044296,76.18110236220473
91,6.529081107022566,78.34645669291338
92,6.545792376000835,83.66141732283465
93,6.562503644979105,83.85826771653544
94,6.579214913957376,81.88976377952756
95,6.595926182935646,76.18110236220473
96,6.6126374519139155,72.44094488188976
97,6.629348720892185,76.37795275590551
98,6.646059989870455,85.8267716535433
99,6.662771258848725,69.88188976377953
100,6.679482527826995,77.36220472440945
101,6.696193796805265,76.37795275590551
102,6.712905065783535,78.14960629921259
103,6.729616334761805,78.74015748031496
104,6.746327603740075,77.75590551181102
105,6.7630388727183455,80.31496062992126
106,6.779750141696615,82.67716535433071
107,6.796461410674885,84.84251968503936
108,6.813172679653155,81.49606299212599
109,6.829883948631425,74.01574803149606
110,6.8465952176096945,86.81102362204724
111,6.863306486587964,84.84251968503936
112,6.880017755566235,76.37795275590551
113,6.896729024544505,78.74015748031496
114,6.913440293522775,82.28346456692913
115,6.930151562501044,82.48031496062993
116,6.946862831479315,70.86614173228347
117,6.963574100457585,75.78740157480316
118,6.980285369435855,77.36220472440945
119,6.9969966384141244,75.39370078740157
120,7.013707907392394,82.67716535433071
121,7.030419176370664,76.18110236220473
122,7.047130445348934,73.4251968503937
123,7.063841714327204,73.81889763779527
124,7.080552983305474,79.92125984251969
125,7.097264252283744,76.18110236220473
126,7.113975521262014,78.14960629921259
127,7.130686790240285,78.74015748031496
128,7.147398059218554,76.5748031496063
129,7.164109328196824,75.0
130,7.180820597175094,71.85039370078741
131,7.197531866153364,70.66929133858268
132,7.214243135131634,74.21259842519684
133,7.230954404109903,80.90551181102362
134,7.247665673088173,69.48818897637796
135,7.264376942066443,73.62204724409449
136,7.281088211044714,71.65354330708661
137,7.2977994800229835,77.75590551181102
138,7.314510749001254,72.04724409448819
139,7.331222017979524,69.48818897637796
140,7.347933286957794,73.4251968503937
141,7.364644555936064,69.09448818897637
142,7.381355824914333,73.62204724409449
143,7.398067093892603,78.34645669291338
144,7.414778362870873,71.65354330708661
145,7.431489631849143,74.40944881889763
146,7.448200900827413,75.39370078740157
147,7.464912169805683,70.66929133858268
148,7.481623438783953,73.62204724409449
149,7.498334707762223,72.44094488188976
150,7.515045976740494,70.66929133858268
151,7.531757245718763,71.65354330708661
152,7.548468514697033,72.04724409448819
153,7.565179783675303,75.78740157480316
154,7.581891052653573,65.94488188976378
155,7.598602321631843,72.83464566929133
156,7.615313590610112,72.83464566929133
157,7.632024859588382,72.83464566929133
158,7.648736128566653,71.06299212598425
